Date,Price,Open,High,Low,Vol.,Change %
28-Mar-20,6233.7,6373.40,6374.30,6046.50,1.26M,-2.19%
27-Mar-20,6373.4,6725.50,6813.70,6322.30,1.16M,-5.23%
26-Mar-20,6725.1,6677.90,6772.90,6541.70,1.18M,0.69%
25-Mar-20,6678.9,6744.80,6930.20,6474.60,1.52M,-0.97%
24-Mar-20,6744.6,6468.80,6814.20,6380.80,1.73M,4.26%
23-Mar-20,6468.9,5822.00,6564.70,5710.80,1.88M,11.11%
22-Mar-20,5822.1,6186.90,6394.40,5771.20,1.48M,-5.89%
21-Mar-20,6186.2,6205.60,6438.30,5887.00,1.64M,-0.31%
20-Mar-20,6205.3,6171.60,6858.10,5748.20,2.22M,0.54%
19-Mar-20,6172,5359.20,6379.50,5256.00,2.18M,15.12%
18-Mar-20,5361.4,5260.70,5373.10,5020.90,1.80M,1.91%
17-Mar-20,5261.1,5030.20,5432.80,4946.50,1.89M,4.59%
16-Mar-20,5030,5366.40,5369.30,4477.70,2.55M,-6.27%
15-Mar-20,5366.3,5182.90,5863.30,5120.60,1.61M,3.54%
14-Mar-20,5182.7,5589.40,5634.90,5072.20,1.69M,-7.19%
13-Mar-20,5584.3,4815.20,5934.30,3869.50,4.17M,15.71%
12-Mar-20,4826,7935.20,7963.10,4546.60,3.22M,-39.18%
11-Mar-20,7935.1,7892.10,7976.50,7606.00,1.10M,0.56%
10-Mar-20,7891.2,7933.00,8145.50,7740.20,1.20M,-0.53%
9-Mar-20,7933,8035.80,8158.80,7648.70,1.54M,-1.26%
8-Mar-20,8034.1,8887.80,8888.00,8015.30,1.11M,-9.61%
7-Mar-20,8887.8,9134.20,9180.80,8848.70,750.65K,-2.70%
6-Mar-20,9134.8,9060.60,9165.20,9004.90,1.04M,0.82%
5-Mar-20,9060.3,8757.90,9147.30,8751.50,950.76K,3.45%
4-Mar-20,8757.9,8761.30,8840.30,8679.70,759.69K,-0.04%
3-Mar-20,8761.4,8906.10,8911.70,8669.30,1.01M,-1.61%
2-Mar-20,8904.8,8537.50,8961.80,8503.10,1.02M,4.27%
1-Mar-20,8540,8543.80,8737.20,8437.20,784.05K,-0.04%
29-Feb-20,8543.7,8697.10,8793.70,8539.80,683.44K,-1.77%
28-Feb-20,8697.5,8820.10,8898.70,8451.90,1.08M,-1.37%
27-Feb-20,8818.6,8800.10,8968.30,8538.50,1.13M,0.21%
26-Feb-20,8800.3,9317.10,9368.10,8672.00,1.32M,-5.55%
25-Feb-20,9317.2,9662.60,9672.30,9269.80,937.97K,-3.57%
24-Feb-20,9662.7,9943.20,9981.00,9507.00,980.00K,-2.82%
23-Feb-20,9942.7,9655.60,9965.60,9653.40,775.88K,2.97%
22-Feb-20,9655.7,9684.50,9706.50,9569.80,589.88K,-0.30%
21-Feb-20,9684.5,9602.20,9747.10,9574.50,716.61K,0.85%
20-Feb-20,9602.4,9611.90,9681.40,9448.90,870.80K,-0.07%
19-Feb-20,9609.4,10158.60,10230.90,9424.30,905.95K,-5.40%
18-Feb-20,10158.4,9701.50,10230.10,9601.60,945.91K,4.71%
17-Feb-20,9701.4,9931.70,9951.50,9468.90,961.88K,-2.32%
16-Feb-20,9932.3,9907.40,10056.40,9654.90,808.91K,0.25%
15-Feb-20,9907.7,10336.00,10369.80,9831.70,808.81K,-4.12%
14-Feb-20,10333,10235.50,10372.40,10125.20,732.51K,0.96%
13-Feb-20,10235.1,10321.90,10482.60,10116.90,940.30K,-0.80%
12-Feb-20,10317.7,10229.30,10435.60,10229.30,803.25K,0.86%
11-Feb-20,10229.5,9854.00,10314.10,9725.10,791.28K,3.81%
10-Feb-20,9854.1,10151.50,10181.70,9774.80,781.22K,-2.93%
9-Feb-20,10151.5,9895.40,10157.10,9882.70,617.35K,2.59%
8-Feb-20,9895.5,9817.30,9931.20,9673.20,551.31K,0.78%
7-Feb-20,9818.6,9771.90,9872.50,9738.70,608.96K,0.48%
6-Feb-20,9772,9611.80,9854.90,9536.10,778.67K,1.67%
5-Feb-20,9611.8,9194.10,9726.80,9179.90,771.46K,4.54%
4-Feb-20,9193.9,9296.50,9347.50,9193.90,651.68K,-1.10%
3-Feb-20,9296.6,9334.60,9582.80,9243.10,701.39K,-0.41%
2-Feb-20,9334.9,9381.50,9465.40,9183.10,683.37K,-0.50%
1-Feb-20,9381.6,9349.30,9458.80,9301.50,458.42K,0.35%
31-Jan-20,9349.1,9508.30,9525.00,9222.30,633.37K,-1.66%
30-Jan-20,9507.3,9299.10,9569.00,9209.20,765.21K,2.24%
29-Jan-20,9298.9,9377.30,9428.70,9250.90,749.88K,-0.84%
28-Jan-20,9377.3,8866.60,9389.50,8866.60,954.20K,5.76%
27-Jan-20,8866.6,8608.10,8983.10,8585.60,706.45K,3.01%
26-Jan-20,8607.8,8341.60,8607.80,8304.90,468.34K,3.19%
25-Jan-20,8341.6,8439.90,8447.60,8277.20,444.00K,-1.17%
24-Jan-20,8439.9,8404.90,8522.00,8242.60,617.02K,0.41%
23-Jan-20,8405.1,8678.50,8687.30,8309.60,722.67K,-3.15%
22-Jan-20,8678.5,8733.00,8805.40,8610.80,509.06K,-0.62%
21-Jan-20,8732.6,8642.00,8770.30,8524.00,540.20K,1.05%
20-Jan-20,8641.9,8705.70,8740.10,8539.20,599.06K,-0.74%
19-Jan-20,8706.2,8916.30,9183.70,8552.80,975.01K,-2.36%
18-Jan-20,8916.3,8913.00,8982.30,8814.60,627.74K,0.04%
17-Jan-20,8913.1,8726.70,9005.10,8675.90,794.11K,2.13%
16-Jan-20,8726.9,8818.10,8850.00,8605.80,748.32K,-1.04%
15-Jan-20,8818.3,8827.90,8904.00,8615.50,1.17M,-0.12%
14-Jan-20,8829.2,8111.20,8898.70,8111.20,1.48M,8.85%
13-Jan-20,8111.4,8188.30,8196.70,8068.40,610.66K,-0.93%
12-Jan-20,8187.6,8023.30,8189.90,7973.10,595.22K,2.04%
11-Jan-20,8024.1,8187.80,8262.90,8008.40,776.75K,-1.99%
10-Jan-20,8187.1,7842.50,8187.40,7697.70,1.05M,4.40%
9-Jan-20,7842.4,8060.00,8065.90,7779.20,786.50K,-2.70%
8-Jan-20,8059.6,8154.20,8436.40,7900.80,1.19M,-1.18%
7-Jan-20,8155.7,7759.10,8182.00,7754.10,1.01M,5.11%
6-Jan-20,7759.1,7372.60,7783.10,7366.70,786.75K,5.24%
5-Jan-20,7372.5,7376.80,7501.00,7345.60,628.14K,-0.06%
4-Jan-20,7376.8,7345.10,7433.10,7291.40,523.91K,0.46%
3-Jan-20,7343.1,6967.10,7402.90,6884.10,936.29K,5.40%
2-Jan-20,6967,7199.70,7209.60,6901.40,632.78K,-3.23%
1-Jan-20,7199.8,7196.40,7259.40,7180.00,420.28K,0.05%
31-Dec-19,7196.4,7261.50,7331.00,7167.40,586.60K,-0.90%
30-Dec-19,7261.8,7397.50,7420.90,7244.10,606.11K,-1.84%
29-Dec-19,7397.5,7321.60,7518.90,7303.00,611.69K,1.04%
28-Dec-19,7321.5,7261.90,7375.90,7256.50,610.96K,0.82%
27-Dec-19,7261.7,7210.80,7293.80,7128.50,718.07K,0.70%
26-Dec-19,7210.9,7225.00,7414.30,7177.30,795.09K,-0.19%
25-Dec-19,7224.8,7268.30,7542.40,7150.90,625.41K,-0.60%
24-Dec-19,7268.3,7322.40,7433.20,7185.70,785.54K,-0.74%
23-Dec-19,7322.8,7496.20,7684.00,7276.20,952.16K,-2.31%
22-Dec-19,7495.8,7156.30,7501.10,7142.00,677.94K,4.74%
21-Dec-19,7156.2,7196.40,7197.60,7129.60,468.74K,-0.56%
20-Dec-19,7196.4,7165.50,7218.40,7107.70,627.04K,0.43%
19-Dec-19,7165.5,7276.40,7354.00,7039.30,778.72K,-1.52%
18-Dec-19,7276,6613.50,7387.70,6462.20,1.14M,10.02%
17-Dec-19,6613.3,6903.50,6943.50,6575.00,894.55K,-4.20%
16-Dec-19,6903.5,7128.50,7153.10,6864.60,689.56K,-3.16%
15-Dec-19,7128.5,7080.80,7175.80,7033.80,492.58K,0.67%
14-Dec-19,7080.8,7255.20,7267.40,7043.30,524.56K,-2.40%
13-Dec-19,7255.2,7208.40,7288.00,7200.30,503.49K,0.65%
12-Dec-19,7208,7208.00,7272.40,7124.60,611.80K,0.00%
11-Dec-19,7208,7235.80,7284.40,7168.80,518.40K,-0.38%
10-Dec-19,7235.7,7356.20,7400.30,7192.10,609.50K,-1.63%
9-Dec-19,7355.8,7524.80,7626.00,7321.60,648.66K,-2.24%
8-Dec-19,7524.4,7510.80,7576.40,7416.70,499.04K,0.18%
7-Dec-19,7510.9,7530.40,7595.70,7489.60,557.14K,-0.26%
6-Dec-19,7530.8,7399.20,7552.10,7329.80,706.10K,1.78%
5-Dec-19,7399.2,7204.60,7476.30,7184.00,780.78K,2.70%
4-Dec-19,7204.4,7291.90,7702.20,7113.60,971.75K,-1.20%
3-Dec-19,7291.8,7298.10,7389.40,7227.10,548.77K,-0.09%
2-Dec-19,7298.2,7395.90,7433.80,7173.60,687.78K,-1.33%
1-Dec-19,7396.4,7546.50,7546.50,7244.40,777.00K,-1.99%
30-Nov-19,7546.6,7742.70,7787.70,7472.70,650.60K,-2.53%
29-Nov-19,7742.7,7426.60,7825.30,7412.30,766.71K,4.26%
28-Nov-19,7426.7,7510.60,7639.50,7380.60,737.58K,-1.12%
27-Nov-19,7510.6,7162.80,7636.90,6875.40,996.49K,4.86%
26-Nov-19,7162.8,7115.50,7329.50,7045.10,844.27K,0.66%
25-Nov-19,7115.6,6924.70,7352.80,6534.80,1.29M,2.76%
24-Nov-19,6924.7,7325.00,7344.10,6894.90,904.50K,-5.45%
23-Nov-19,7324.1,7271.60,7342.50,7093.70,783.18K,0.71%
22-Nov-19,7272.5,7627.90,7700.90,6818.50,1.41M,-4.66%
21-Nov-19,7627.9,8099.40,8129.60,7519.70,891.50K,-5.82%
20-Nov-19,8099.3,8145.70,8223.00,8074.20,607.27K,-0.57%
19-Nov-19,8145.7,8207.70,8245.60,8032.80,654.27K,-0.76%
18-Nov-19,8208.4,8510.30,8516.30,8110.40,692.60K,-3.54%
17-Nov-19,8509.8,8497.40,8631.70,8413.00,531.22K,0.15%
16-Nov-19,8497.3,8476.20,8532.80,8450.70,471.16K,0.25%
15-Nov-19,8476.3,8660.80,8761.80,8437.10,653.71K,-2.13%
14-Nov-19,8661.2,8782.90,8799.80,8615.80,515.43K,-1.39%
13-Nov-19,8783.1,8813.20,8829.70,8721.10,454.33K,-0.33%
12-Nov-19,8812.6,8737.40,8841.20,8615.70,575.16K,0.87%
11-Nov-19,8736.9,9036.90,9066.40,8649.40,601.16K,-3.32%
10-Nov-19,9036.8,8804.70,9092.90,8763.50,581.57K,2.64%
9-Nov-19,8804.5,8778.10,8877.50,8746.90,512.02K,0.30%
8-Nov-19,8778.2,9223.60,9254.80,8722.40,791.79K,-4.83%
7-Nov-19,9223.5,9339.20,9367.00,9130.00,603.54K,-1.24%
6-Nov-19,9338.9,9311.20,9424.60,9262.70,578.03K,0.30%
5-Nov-19,9310.8,9396.10,9452.70,9193.90,653.42K,-0.91%
4-Nov-19,9396.4,9198.70,9500.40,9134.10,681.01K,2.15%
3-Nov-19,9198.3,9300.50,9359.10,9095.00,536.56K,-1.10%
2-Nov-19,9300.6,9230.30,9356.70,9201.20,570.74K,0.76%
1-Nov-19,9230.1,9153.10,9270.40,9057.20,689.65K,0.85%
31-Oct-19,9152.6,9157.90,9378.90,8959.60,798.93K,-0.06%
30-Oct-19,9157.9,9411.30,9411.30,9018.40,789.73K,-2.69%
29-Oct-19,9411.3,9206.50,9531.30,9125.30,918.48K,2.22%
28-Oct-19,9207.2,9530.10,9866.90,9202.50,1.04M,-3.38%
27-Oct-19,9529.6,9230.60,9773.20,9081.00,1.16M,3.24%
26-Oct-19,9230.6,8658.40,10540.00,8061.80,1.78M,6.61%
25-Oct-19,8658.3,7422.80,8697.70,7404.90,1.18M,16.65%
24-Oct-19,7422.7,7476.80,7501.50,7366.30,586.49K,-0.73%
23-Oct-19,7477,8031.00,8055.00,7329.20,892.08K,-6.90%
22-Oct-19,8031.4,8207.40,8289.10,8017.70,570.39K,-2.15%
21-Oct-19,8208.2,8224.10,8315.30,8155.70,489.40K,-0.18%
20-Oct-19,8223.4,7957.40,8288.50,7889.60,513.91K,3.34%
19-Oct-19,7957.3,7948.30,8060.20,7892.40,428.83K,0.11%
18-Oct-19,7948.5,8073.30,8116.40,7842.00,505.79K,-1.55%
17-Oct-19,8073.3,8000.40,8118.20,7944.40,444.95K,0.91%
16-Oct-19,8000.4,8167.10,8185.90,7929.80,538.92K,-2.04%
15-Oct-19,8167.2,8353.40,8400.20,8139.50,469.73K,-2.23%
14-Oct-19,8353.3,8281.30,8374.30,8222.20,505.02K,0.87%
13-Oct-19,8281.5,8304.30,8450.20,8190.60,419.87K,-0.28%
12-Oct-19,8304.4,8267.60,8394.80,8260.90,424.02K,0.44%
11-Oct-19,8267.8,8562.20,8751.10,8249.70,667.86K,-3.44%
10-Oct-19,8562.3,8566.80,8638.50,8438.70,511.46K,-0.05%
9-Oct-19,8566.7,8180.10,8655.90,8122.70,636.43K,4.69%
8-Oct-19,8182.9,8198.50,8323.10,8118.10,469.04K,-0.19%
7-Oct-19,8198.6,7882.60,8293.50,7797.00,604.74K,4.02%
6-Oct-19,7881.9,8127.30,8145.50,7834.90,448.80K,-3.02%
5-Oct-19,8127.3,8148.00,8185.10,8030.60,360.92K,-0.25%
4-Oct-19,8148.1,8227.60,8233.60,8041.40,416.92K,-0.96%
3-Oct-19,8226.9,8363.60,8391.70,8090.10,460.97K,-1.64%
2-Oct-19,8364.1,8302.70,8374.00,8167.70,405.86K,0.74%
1-Oct-19,8302.7,8285.00,8486.20,8187.90,533.95K,0.22%
30-Sep-19,8284.3,8048.90,8318.50,7749.00,600.26K,2.92%
29-Sep-19,8049.1,8208.00,8226.80,7922.10,418.48K,-1.94%
28-Sep-19,8208.5,8184.50,8297.20,8031.10,457.79K,0.29%
27-Sep-19,8184.9,8063.80,8257.40,7882.10,561.40K,1.50%
26-Sep-19,8063.8,8432.50,8463.10,7773.60,731.03K,-4.37%
25-Sep-19,8432.4,8512.30,8729.80,8245.10,696.11K,-0.96%
24-Sep-19,8513.9,9702.70,9793.80,8069.40,933.16K,-12.25%
23-Sep-19,9702.2,10031.30,10048.80,9656.30,431.10K,-3.28%
22-Sep-19,10031.6,9993.00,10075.00,9870.90,337.06K,0.39%
21-Sep-19,9993,10172.80,10177.90,9939.80,326.17K,-1.77%
20-Sep-19,10172.7,10251.50,10279.50,10088.60,362.07K,-0.76%
19-Sep-19,10250.5,10164.60,10297.60,9707.60,542.25K,0.84%
18-Sep-19,10164.7,10195.70,10257.50,10119.30,318.82K,-0.30%
17-Sep-19,10195.7,10254.60,10273.60,10153.50,321.64K,-0.58%
16-Sep-19,10255.5,10311.30,10360.50,10108.50,372.53K,-0.54%
15-Sep-19,10311.5,10337.30,10360.40,10272.00,255.79K,-0.25%
14-Sep-19,10337.3,10342.20,10421.40,10253.70,326.44K,-0.05%
13-Sep-19,10342.1,10415.20,10441.40,10174.10,365.52K,-0.70%
12-Sep-19,10415.1,10162.40,10447.90,10051.00,413.22K,2.49%
11-Sep-19,10162.5,10104.90,10257.50,9908.90,413.06K,0.57%
10-Sep-19,10105.4,10308.70,10379.80,9970.70,383.22K,-1.98%
9-Sep-19,10309,10402.10,10478.00,10095.70,473.76K,-0.90%
8-Sep-19,10402.8,10461.60,10578.00,10266.30,339.73K,-0.56%
7-Sep-19,10461.1,10306.90,10556.40,10302.30,393.57K,1.47%
6-Sep-19,10309.3,10566.70,10896.20,10227.40,643.02K,-2.44%
5-Sep-19,10566.9,10567.80,10630.70,10469.90,402.09K,-0.01%
4-Sep-19,10568.2,10611.60,10783.60,10388.60,504.45K,-0.42%
3-Sep-19,10612.3,10348.10,10756.80,10283.50,578.79K,2.55%
2-Sep-19,10348.8,9728.80,10431.50,9720.30,542.79K,6.37%
1-Sep-19,9729.3,9594.70,9799.50,9533.60,322.66K,1.41%
31-Aug-19,9594.4,9585.50,9677.50,9457.30,311.49K,0.09%
30-Aug-19,9585.4,9494.10,9675.70,9370.20,413.92K,0.99%
29-Aug-19,9491,9729.10,9729.10,9343.00,509.13K,-2.45%
28-Aug-19,9729.4,10184.70,10271.30,9629.60,580.29K,-4.47%
27-Aug-19,10184.8,10372.20,10387.60,10060.20,419.81K,-1.80%
26-Aug-19,10371.8,10136.00,10568.20,10136.00,568.77K,2.32%
25-Aug-19,10136.3,10132.10,10307.00,9935.20,422.53K,0.05%
24-Aug-19,10131,10389.40,10415.90,9917.50,463.85K,-2.48%
23-Aug-19,10388.7,10104.90,10434.30,9921.40,436.26K,2.81%
22-Aug-19,10105,10141.10,10218.20,9777.00,520.75K,-0.36%
21-Aug-19,10141.5,10753.30,10797.80,9908.00,717.65K,-5.68%
20-Aug-19,10752.6,10911.20,10941.60,10581.00,515.47K,-1.45%
19-Aug-19,10910.7,10312.80,10923.90,10267.80,519.01K,5.80%
18-Aug-19,10312.7,10219.30,10494.90,10086.70,441.11K,0.93%
17-Aug-19,10218.1,10335.50,10460.70,10016.30,497.77K,-1.14%
16-Aug-19,10335.6,10300.90,10734.00,9788.60,798.67K,0.31%
15-Aug-19,10303.4,10053.30,10448.20,9580.10,930.05K,2.53%
14-Aug-19,10049.4,10894.20,10894.50,9965.50,745.59K,-7.74%
13-Aug-19,10892.9,11395.00,11445.60,10793.20,540.78K,-4.40%
12-Aug-19,11394.2,11505.10,11508.60,11267.30,391.08K,-1.07%
11-Aug-19,11517.2,11314.60,11728.40,11146.10,435.83K,1.79%
10-Aug-19,11314.5,12090.50,12185.00,11281.60,570.74K,-6.41%
9-Aug-19,12089.8,12190.00,12225.30,11885.00,558.72K,-0.84%
8-Aug-19,12191.6,12015.90,12236.60,11727.00,592.15K,1.48%
7-Aug-19,12013.9,11481.00,12114.50,11406.40,702.85K,4.64%
6-Aug-19,11480.9,11817.60,12291.90,11237.00,807.58K,-2.84%
5-Aug-19,11816.8,10934.80,11922.30,10934.80,769.63K,8.07%
4-Aug-19,10934.6,10816.10,11017.70,10568.80,585.71K,1.10%
3-Aug-19,10815.7,10519.90,10893.60,10504.50,508.75K,2.81%
2-Aug-19,10520.1,10380.50,10664.80,10330.50,578.29K,1.35%
1-Aug-19,10380,10081.90,10459.00,9890.60,608.37K,2.96%
31-Jul-19,10082,9580.30,10100.00,9562.40,589.84K,5.23%
30-Jul-19,9580.7,9580.00,9703.00,9483.00,511.51K,0.00%
29-Jul-19,9580.9,9728.50,9835.40,9502.50,510.90K,-1.51%
28-Jul-19,9727.8,9491.10,9798.50,9401.10,518.59K,2.48%
27-Jul-19,9492.1,9830.40,10232.30,9389.10,661.89K,-3.45%
26-Jul-19,9831,9945.20,10436.10,9724.20,493.75K,-1.15%
25-Jul-19,9945.3,9804.70,10203.50,9776.60,545.85K,1.44%
24-Jul-19,9804.3,9887.20,9945.30,9584.00,639.54K,-0.85%
23-Jul-19,9888.7,10412.80,10414.70,9865.40,663.38K,-5.03%
22-Jul-19,10412.5,10715.10,10806.30,10196.50,591.27K,-2.82%
21-Jul-19,10714.4,10827.00,10883.80,10442.50,562.17K,-1.04%
20-Jul-19,10826.7,10571.90,11155.60,10462.00,668.94K,2.41%
19-Jul-19,10571.5,10651.60,10758.40,10160.70,727.79K,-0.75%
18-Jul-19,10651.4,9723.10,10787.10,9390.00,974.49K,9.55%
17-Jul-19,9723.2,9425.10,9983.60,9082.60,1.03M,3.17%
16-Jul-19,9424.8,10844.00,11019.50,9375.30,1.05M,-13.10%
15-Jul-19,10845.9,10199.90,11064.70,9885.40,956.52K,6.33%
14-Jul-19,10200.1,11364.30,11448.70,10128.90,840.76K,-10.25%
13-Jul-19,11364.9,11762.80,11798.40,10839.40,747.71K,-3.38%
12-Jul-19,11762.1,11343.70,11881.40,11109.80,738.17K,3.70%
11-Jul-19,11342.3,12111.60,12111.60,11029.00,943.13K,-6.34%
10-Jul-19,12110.6,12542.80,13134.40,11594.90,1.11M,-3.44%
9-Jul-19,12541.5,12250.60,12772.90,12111.20,847.84K,2.36%
8-Jul-19,12252.6,11415.80,12332.30,11304.80,695.60K,7.33%
7-Jul-19,11415.9,11267.90,11524.60,11108.10,601.93K,1.31%
6-Jul-19,11268,10969.80,11650.20,10967.90,688.96K,2.71%
5-Jul-19,10970.2,11159.70,11381.80,10810.30,772.67K,-1.73%
4-Jul-19,11163.1,11899.30,11948.00,11087.10,840.34K,-6.20%
3-Jul-19,11900.8,10835.90,11931.80,10835.90,998.73K,9.83%
2-Jul-19,10835.9,10615.50,10923.50,9728.50,1.12M,2.07%
1-Jul-19,10616.6,10821.40,11254.50,10041.60,1.04M,-1.87%
30-Jun-19,10818.6,11906.00,12179.30,10765.40,880.77K,-9.14%
29-Jun-19,11906.5,12408.00,12422.90,11490.80,834.62K,-4.05%
28-Jun-19,12409.1,11288.40,12461.80,10970.50,1.09M,9.93%
27-Jun-19,11287.8,13062.40,13422.00,10493.50,1.59M,-13.59%
26-Jun-19,13063.8,11811.60,13929.80,11747.30,1.48M,10.62%
25-Jun-19,11809.9,11046.60,11833.90,11033.70,781.09K,6.91%
24-Jun-19,11046.4,10897.30,11114.40,10622.60,566.96K,1.37%
23-Jun-19,10897.1,10721.50,11361.30,10557.80,683.79K,1.64%
22-Jun-19,10721.7,10178.10,11160.50,10031.30,1.09M,5.33%
21-Jun-19,10179.3,9517.70,10184.30,9517.40,769.12K,6.96%
20-Jun-19,9517,9255.00,9583.90,9188.40,693.62K,2.83%
19-Jun-19,9255.4,9080.70,9295.10,9044.00,587.57K,1.93%
18-Jun-19,9080.6,9318.90,9336.10,8962.70,723.17K,-2.56%
17-Jun-19,9318.8,8961.00,9438.10,8959.80,738.80K,3.98%
16-Jun-19,8962.5,8812.20,9332.00,8771.10,849.77K,1.70%
15-Jun-19,8812.5,8655.80,8856.70,8582.30,608.69K,1.81%
14-Jun-19,8656.1,8218.60,8685.30,8153.20,643.17K,5.32%
13-Jun-19,8219,8132.40,8306.10,8028.60,574.21K,1.06%
12-Jun-19,8133.1,7888.00,8198.10,7805.80,607.89K,3.11%
11-Jun-19,7888,7987.80,8010.40,7714.50,579.00K,-1.25%
10-Jun-19,7987.8,7635.00,8012.80,7523.60,641.38K,4.62%
9-Jun-19,7635,7901.60,7937.50,7516.90,554.48K,-3.37%
8-Jun-19,7901.4,7985.30,8044.40,7770.50,485.81K,-1.05%
7-Jun-19,7985.2,7785.80,8099.40,7749.40,588.87K,2.57%
6-Jun-19,7784.9,7779.60,7861.40,7480.40,651.82K,0.08%
5-Jun-19,7779.1,7685.60,7885.00,7590.40,762.94K,1.22%
4-Jun-19,7685.5,8118.10,8118.10,7494.00,966.95K,-5.41%
3-Jun-19,8124.8,8728.60,8734.90,8102.70,739.45K,-6.92%
2-Jun-19,8728.6,8545.80,8807.70,8534.80,614.54K,2.14%
1-Jun-19,8545.7,8556.90,8615.80,8454.00,686.75K,-0.15%
31-May-19,8558.3,8271.40,8578.80,8135.00,858.41K,3.46%
30-May-19,8271.9,8647.80,9045.90,8054.70,1.04M,-4.35%
29-May-19,8647.8,8715.60,8747.20,8435.30,15.43M,-0.79%
28-May-19,8716.3,8759.40,8794.10,8568.80,763.20K,-0.50%
27-May-19,8760.1,8628.90,8902.80,8607.30,907.96K,1.51%
26-May-19,8630.2,8029.60,8718.60,7866.50,872.12K,7.51%
25-May-19,8027.4,7971.40,8090.10,7919.10,691.27K,0.72%
24-May-19,7970.1,7852.80,8124.10,7775.40,868.47K,1.50%
23-May-19,7852.1,7637.20,7939.10,7486.80,815.14K,2.83%
22-May-19,7635.7,7928.70,7999.00,7545.90,821.40K,-3.72%
21-May-19,7930.3,7965.00,8056.80,7813.20,804.88K,-0.44%
20-May-19,7965.3,8156.40,8156.40,7604.00,958.81K,-2.35%
19-May-19,8157.2,7261.90,8253.40,7252.30,1.08M,12.32%
18-May-19,7262.6,7359.90,7458.50,7189.40,865.53K,-1.32%
17-May-19,7359.5,7871.90,7924.00,6998.60,1.43M,-6.51%
16-May-19,7871.8,8164.80,8293.30,7720.40,1.18M,-3.59%
15-May-19,8164.6,7994.80,8225.30,7856.50,1.13M,2.13%
14-May-19,7994.6,7806.40,8323.90,7674.00,1.33M,2.42%
13-May-19,7806,6984.70,8058.30,6893.10,1.20M,11.76%
12-May-19,6984.8,7190.00,7518.90,6802.60,1.35M,-2.86%
11-May-19,7190.3,6386.60,7373.80,6386.50,1.31M,12.59%
10-May-19,6386,6194.30,6466.60,6157.80,907.94K,3.14%
9-May-19,6191.5,5990.50,6206.00,5990.00,799.96K,3.36%
8-May-19,5990.3,5849.40,6011.30,5799.10,757.13K,2.41%
7-May-19,5849.5,5745.50,6019.80,5745.50,955.88K,1.82%
6-May-19,5745.1,5775.10,5801.40,5630.50,755.39K,-0.52%
5-May-19,5774.9,5830.80,5838.20,5708.20,709.02K,-0.96%
4-May-19,5830.9,5768.00,5899.20,5605.00,920.61K,1.11%
3-May-19,5766.8,5493.60,5844.20,5478.70,1.04M,4.97%
2-May-19,5493.8,5384.60,5530.80,5370.00,722.23K,2.04%
1-May-19,5384.2,5321.10,5396.30,5319.50,623.64K,1.19%
30-Apr-19,5320.8,5235.40,5336.60,5195.90,697.42K,1.64%
29-Apr-19,5235,5302.40,5322.90,5188.90,775.82K,-1.27%
28-Apr-19,5302.3,5265.70,5332.50,5234.40,681.41K,0.69%
27-Apr-19,5265.9,5298.20,5318.10,5225.40,833.13K,-0.61%
26-Apr-19,5298.3,5209.20,5469.30,5159.30,1.03M,1.71%
25-Apr-19,5209.1,5415.60,5528.20,5137.40,955.36K,-3.81%
24-Apr-19,5415.6,5511.20,5589.60,5346.80,994.04K,-1.74%
23-Apr-19,5511.6,5346.50,5594.40,5291.40,900.00K,3.08%
22-Apr-19,5346.7,5248.20,5370.20,5170.20,920.77K,1.97%
21-Apr-19,5243.5,5290.20,5308.20,5189.80,811.41K,-0.88%
20-Apr-19,5290.2,5241.00,5327.00,5240.20,782.32K,0.94%
19-Apr-19,5241,5264.80,5282.40,5192.10,787.09K,-0.45%
18-Apr-19,5264.7,5208.30,5293.10,5205.00,727.97K,1.08%
17-Apr-19,5208.3,5182.10,5230.90,5165.50,806.52K,0.53%
16-Apr-19,5180.9,5031.40,5198.40,5014.40,631.05K,2.95%
15-Apr-19,5032.3,5135.10,5168.00,4964.20,688.20K,-2.00%
14-Apr-19,5134.8,5052.00,5153.50,5010.70,566.38K,1.64%
13-Apr-19,5051.8,5054.20,5093.40,5011.60,577.16K,-0.05%
12-Apr-19,5054.2,5022.70,5080.50,4889.20,779.14K,0.63%
11-Apr-19,5022.6,5307.70,5337.00,4948.00,943.49K,-5.37%
10-Apr-19,5307.8,5158.40,5404.10,5142.90,837.51K,2.89%
9-Apr-19,5158.4,5245.00,5245.90,5095.20,784.62K,-1.65%
8-Apr-19,5245.2,5173.50,5300.60,5060.50,928.23K,1.38%
7-Apr-19,5173.6,5046.10,5219.50,5033.70,841.27K,2.53%
6-Apr-19,5046.2,5010.00,5198.40,4947.90,952.18K,0.72%
5-Apr-19,5010.2,4902.50,5029.40,4888.30,851.72K,2.20%
4-Apr-19,4902.4,4968.70,5042.50,4789.20,1.05M,-1.33%
3-Apr-19,4968.7,4859.30,5278.40,4814.00,13.83M,2.25%
2-Apr-19,4859.3,4145.10,4899.60,4143.50,14.77M,17.23%
1-Apr-19,4145.1,4102.30,4159.10,4076.80,3.22M,1.04%
31-Mar-19,4102.3,4111.80,4121.90,4082.20,2.43M,-0.23%
30-Mar-19,4111.8,4103.70,4138.10,4057.10,2.55M,0.23%
29-Mar-19,4102.2,4025.70,4123.10,4022.60,3.30M,1.90%
